,QikProp_.stars,QikProp_.amine,QikProp_.acid,QikProp_.rotor,QikProp_.rctvFG,QikProp_CNS,QikProp_MW,QikProp_dipole,QikProp_SASA,QikProp_FOSA,QikProp_FISA,QikProp_PISA,QikProp_WPSA,QikProp_volume,QikProp_donorHB,QikProp_accptHB,QikProp_dip.2.V,QikProp_ACxDN..5.SA,QikProp_glob,QikProp_QPpolrz,QikProp_QPlogPC16,QikProp_QPlogPoct,QikProp_QPlogPw,QikProp_QPlogPo.w,QikProp_QPlogS,QikProp_QPlogHERG,QikProp_QPPCaco,QikProp_QPlogBB,QikProp_QPPMDCK,QikProp_QPlogKp,QikProp_IP.eV.,QikProp_EA.eV.,QikProp_.metabol,QikProp_QPlogKhsa,moeGao_Abra_L,moeGao_Abra_R,moeGao_Abra_acidity,moeGao_Abra_basicity,moeGao_Abra_pi,moe2D_BCUT_PEOE_0,moe2D_BCUT_PEOE_1,moe2D_BCUT_PEOE_2,moe2D_BCUT_PEOE_3,moe2D_BCUT_SLOGP_0,moe2D_BCUT_SLOGP_1,moe2D_BCUT_SLOGP_2,moe2D_BCUT_SLOGP_3,moe2D_BCUT_SMR_0,moe2D_BCUT_SMR_1,moe2D_BCUT_SMR_2,moe2D_BCUT_SMR_3,moe2D_GCUT_PEOE_0,moe2D_GCUT_PEOE_1,moe2D_GCUT_PEOE_2,moe2D_GCUT_PEOE_3,moe2D_GCUT_SLOGP_0,moe2D_GCUT_SLOGP_1,moe2D_GCUT_SLOGP_2,moe2D_GCUT_SLOGP_3,moe2D_GCUT_SMR_0,moe2D_GCUT_SMR_1,moe2D_GCUT_SMR_2,moe2D_GCUT_SMR_3,moe2D_Kier1,moe2D_Kier2,moe2D_Kier3,moe2D_KierA1,moe2D_KierA2,moe2D_KierA3,moe2D_KierFlex,moe2D_PEOE_PC.,moe2D_PEOE_PC..1,moe2D_PEOE_RPC.,moe2D_PEOE_RPC..1,moe2D_PEOE_VSA.0,moe2D_PEOE_VSA.1,moe2D_PEOE_VSA.2,moe2D_PEOE_VSA.3,moe2D_PEOE_VSA.4,moe2D_PEOE_VSA.5,moe2D_PEOE_VSA.6,moe2D_PEOE_VSA.0.1,moe2D_PEOE_VSA.1.1,moe2D_PEOE_VSA.2.1,moe2D_PEOE_VSA.3.1,moe2D_PEOE_VSA.4.1,moe2D_PEOE_VSA.5.1,moe2D_PEOE_VSA.6.1,moe2D_PEOE_VSA_FHYD,moe2D_PEOE_VSA_FNEG,moe2D_PEOE_VSA_FPNEG,moe2D_PEOE_VSA_FPOL,moe2D_PEOE_VSA_FPOS,moe2D_PEOE_VSA_FPPOS,moe2D_PEOE_VSA_HYD,moe2D_PEOE_VSA_NEG,moe2D_PEOE_VSA_PNEG,moe2D_PEOE_VSA_POL,moe2D_PEOE_VSA_POS,moe2D_PEOE_VSA_PPOS,moe2D_Q_PC.,moe2D_Q_PC..1,moe2D_Q_RPC.,moe2D_Q_RPC..1,moe2D_Q_VSA_FHYD,moe2D_Q_VSA_FNEG,moe2D_Q_VSA_FPNEG,moe2D_Q_VSA_FPOL,moe2D_Q_VSA_FPOS,moe2D_Q_VSA_FPPOS,moe2D_Q_VSA_HYD,moe2D_Q_VSA_NEG,moe2D_Q_VSA_PNEG,moe2D_Q_VSA_POL,moe2D_Q_VSA_POS,moe2D_Q_VSA_PPOS,moe2D_SMR,moe2D_SMR_VSA0,moe2D_SMR_VSA1,moe2D_SMR_VSA2,moe2D_SMR_VSA3,moe2D_SMR_VSA4,moe2D_SMR_VSA5,moe2D_SMR_VSA6,moe2D_SMR_VSA7,moe2D_SlogP,moe2D_SlogP_VSA0,moe2D_SlogP_VSA1,moe2D_SlogP_VSA2,moe2D_SlogP_VSA3,moe2D_SlogP_VSA4,moe2D_SlogP_VSA5,moe2D_SlogP_VSA6,moe2D_SlogP_VSA7,moe2D_SlogP_VSA8,moe2D_SlogP_VSA9,moe2D_TPSA,moe2D_VAdjEq,moe2D_VAdjMa,moe2D_VDistEq,moe2D_VDistMa,moe2D_Weight,moe2D_a_IC,moe2D_a_ICM,moe2D_a_acc,moe2D_a_aro,moe2D_a_count,moe2D_a_don,moe2D_a_heavy,moe2D_a_hyd,moe2D_a_nBr,moe2D_a_nC,moe2D_a_nCl,moe2D_a_nF,moe2D_a_nH,moe2D_a_nN,moe2D_a_nO,moe2D_a_nS,moe2D_apol,moe2D_b_1rotN,moe2D_b_1rotR,moe2D_b_ar,moe2D_b_count,moe2D_b_double,moe2D_b_heavy,moe2D_b_rotN,moe2D_b_rotR,moe2D_b_single,moe2D_b_triple,moe2D_balabanJ,moe2D_bpol,moe2D_chi0,moe2D_chi0_C,moe2D_chi0v,moe2D_chi0v_C,moe2D_chi1,moe2D_chi1_C,moe2D_chi1v,moe2D_chi1v_C,moeGao_chi2_C,moeGao_chi2v_C,moeGao_chi3c,moeGao_chi3c_C,moeGao_chi3cv,moeGao_chi3cv_C,moeGao_chi3p,moeGao_chi3p_C,moeGao_chi3pv,moeGao_chi3pv_C,moeGao_chi4c,moeGao_chi4c_C,moeGao_chi4ca,moeGao_chi4ca_C,moeGao_chi4cav,moeGao_chi4cav_C,moeGao_chi4cv,moeGao_chi4cv_C,moeGao_chi4pc,moeGao_chi4pc_C,moeGao_chi4pcv,moeGao_chi4pcv_C,moe2D_chiral,moe2D_density,moe2D_diameter,moe2D_kS_aaCH,moe2D_kS_aaN,moe2D_kS_aaNH,moe2D_kS_aaS,moe2D_kS_aaaC,moe2D_kS_aasC,moe2D_kS_aasN,moe2D_kS_dO,moe2D_kS_ddssS,moe2D_kS_dsCH,moe2D_kS_dssC,moe2D_kS_sBr,moe2D_kS_sCH3,moe2D_kS_sCl,moe2D_kS_sF,moe2D_kS_sNH2,moe2D_kS_sOH,moe2D_kS_ssCH2,moe2D_kS_ssNH,moe2D_kS_ssO,moe2D_kS_ssS,moe2D_kS_sssCH,moe2D_kS_sssN,moe2D_kS_ssssC,moe2D_kS_tNH,moe2D_kS_tsC,moe2D_lip_acc,moe2D_lip_don,moe2D_lip_violation,moe2D_logP.o.w.,moe2D_logS,moe2D_mr,moe2D_opr_brigid,moe2D_opr_nring,moe2D_opr_nrot,moe2D_opr_violation,moe2D_petitjean,moe2D_petitjeanSC,moe2D_radius,moe2D_reactive,moe2D_rings,moe2D_vdw_area,moe2D_vdw_vol,moe2D_vsa_acc,moe2D_vsa_don,moe2D_vsa_hyd,moe2D_vsa_other,moe2D_vsa_pol,moe2D_weinerPath,moe2D_weinerPol,moe2D_zagreb
126,3,0,0,1,0,0,401.393,5.907,621.847,84.339,82.498,244.098,210.913,1080.243,0.0,5.5,0.0322984,0.0,0.818771,38.766,9.743,17.035,8.88,4.141,-6.057,-7.367,2120.785,-0.243,1528.969,-2.084,9.689,2.036,1,0.35,7.253,0.79,0.03,0.445,1.023,-2.419,-0.6262,0.7049,2.425,-2.434,-0.5381,0.8059,2.506,-2.044,-0.4999,0.8543,2.789,-0.8875,-0.4299,0.08359,2.486,-0.8301,-0.2639,0.2367,2.651,-0.464,-0.2036,0.1931,2.798,20.73,7.788,4.899,17.57,6.557,4.105,4.432,2.333,-2.333,0.1819,0.2027,26.72,49.5,21.82,40.48,0.0,4.185,9.046,79.92,0.0,6.513,35.73,11.91,5.683,32.02,0.8058,0.5309,0.1533,0.1942,0.4691,0.04089,260.7,171.8,49.61,62.84,151.7,13.23,4.377,-4.377,0.275,0.1485,0.725,0.6538,0.227,0.275,0.3462,0.04809,234.5,211.5,73.43,88.98,112.0,15.56,9.182,48.17,76.63,9.31,0.9296,19.61,141.1,0.0,69.85,5.621,0.0,64.96,6.879,0.0,0.9296,33.24,7.76,160.8,0.0,91.12,47.03,0.4121,5.807,3.369,9.122,401.4,73.21,1.979,3,17,37,0,26,20,0,17,0,4,11,1,2,2,47.99,3,0.1071,17,39,0,28,4,0.1429,22,0,1.687,26.91,19.11,11.2,14.84,9.619,12.05,6.555,9.908,4.643,4.792,2.827,3.915,0.3333,1.215,0.1667,9.156,3.622,4.963,1.788,0.5774,0.0,6.637,2.604,3.138,1.085,0.06453,0.0,5.886,0.6639,2.197,0.2758,0,0.9342,12,4.632,0.0,0.0,0.0,18.11,4.792,0.0,-2.811,0.0,0.0,0.0,0.0,64.19,0.0,28.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,4.598,-6.369,9.406,17,3,3,0,0.5,1.0,6,0,3,323.5,429.7,37.7,0.0,256.1,21.89,0.0,1654,41,142
127,0,0,0,2,0,0,361.448,7.504,629.405,222.562,81.934,243.969,80.94,1094.789,0.0,5.5,0.0514298,0.0,0.8161851,38.705,10.635,16.588,8.635,3.849,-5.442,-6.937,2149.43,-0.324,1551.796,-1.978,9.298,1.429,2,0.347,8.17,1.056,0.03,0.537,1.053,-2.419,-0.6262,0.7049,2.425,-2.434,-0.5381,0.8059,2.511,-2.131,-0.4999,0.8543,2.789,-0.8875,-0.4301,0.07687,2.515,-0.8301,-0.2639,0.1645,2.677,-0.5126,-0.2031,0.1931,2.836,18.78,7.709,4.411,16.07,6.551,3.73,4.388,1.935,-1.935,0.1311,0.2443,48.05,40.82,21.82,40.48,0.0,4.185,0.0,97.3,18.75,6.513,0.0,11.91,5.683,32.02,0.8358,0.5257,0.1515,0.1642,0.4743,0.01278,273.7,172.2,49.61,53.79,155.4,4.185,3.357,-3.357,0.3586,0.1936,0.865,0.5367,0.1151,0.135,0.4633,0.01989,283.3,175.8,37.7,44.21,151.7,6.513,9.608,48.17,31.75,1.551,0.9296,19.61,160.0,0.0,103.2,4.853,0.0,64.96,6.879,0.0,0.9296,52.11,0.0,160.8,0.0,79.56,47.03,0.4374,5.7,3.358,8.877,361.5,69.82,1.745,3,17,40,0,24,18,0,18,0,1,16,1,2,2,51.41,4,0.1538,17,42,0,26,4,0.1538,25,0,1.625,28.77,17.32,12.41,14.92,10.83,11.38,7.381,10.15,5.453,5.2,3.181,2.609,0.3333,1.137,0.1667,8.606,3.622,5.167,1.788,0.2887,0.0,6.376,2.604,3.283,1.085,0.05103,0.0,4.501,0.6639,2.113,0.2758,0,0.8128,12,5.674,0.0,0.0,0.0,20.85,5.827,0.0,-2.601,0.0,0.0,0.0,0.0,1.538,0.0,28.73,0.0,0.0,16.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,4.436,-5.675,9.825,17,3,4,0,0.5,1.0,6,0,3,327.5,444.7,37.7,0.0,256.5,21.89,0.0,1362,37,128
128,1,0,0,2,1,-1,393.364,0.485,571.192,103.883,151.736,227.273,88.3,1015.918,2.0,7.5,0.0002312,0.0185692,0.8556358,35.389,10.236,19.188,13.861,2.136,-4.334,-6.663,408.571,-0.876,247.966,-3.323,9.228,1.383,1,-0.01,8.646,1.742,0.455,0.489,1.674,-2.324,-0.6222,0.6586,2.379,-2.572,-0.5381,0.7563,2.504,-1.972,-0.4846,0.8543,2.722,-0.8172,-0.3968,0.0457,2.553,-1.348,-0.3917,0.1645,2.671,-0.4971,-0.2041,0.1931,2.839,20.28,8.025,4.302,16.18,6.344,3.378,3.803,2.255,-2.255,0.1253,0.1397,54.06,56.05,27.88,21.2,0.0,16.46,0.0,73.53,0.0,0.0,18.46,55.83,0.0,5.008,0.7647,0.4653,0.1852,0.2353,0.5347,0.05012,251.2,152.8,60.84,77.31,175.7,16.46,5.826,-5.826,0.2484,0.1679,0.553,0.5934,0.2618,0.447,0.4066,0.1852,181.7,194.9,86.01,146.8,133.6,60.82,9.156,48.17,70.36,1.551,29.53,39.99,141.1,22.98,6.641,2.949,53.29,66.61,6.641,22.98,2.757,1.551,0.0,149.8,16.28,40.41,96.44,0.4102,5.907,3.421,9.228,393.4,80.53,2.013,5,17,40,1,27,14,0,17,0,2,13,3,4,1,49.11,4,0.1333,17,43,0,30,4,0.1333,26,0,1.432,28.25,19.18,10.98,14.49,9.403,12.83,6.582,9.288,4.675,4.484,2.677,2.949,0.1667,0.8624,0.08333,10.18,3.065,4.262,1.531,0.2887,0.0,7.458,2.062,2.637,0.8654,0.02946,0.0,5.55,0.3319,1.554,0.1379,0,0.8945,12,1.463,1.859,0.0,0.0,5.105,20.55,0.0,0.0,0.9209,0.0,0.0,0.0,0.0,0.0,-2.952,0.0,0.0,7.889,0.0,1.175,0.0,12.86,0.0,0.0,0.0,0.0,7,1,0,2.176,-4.77,9.432,21,4,4,0,0.5,1.0,6,0,4,328.5,439.8,46.45,20.14,200.8,47.12,0.0,1836,43,150
129,0,0,0,2,0,-1,409.315,6.841,605.26,96.611,146.615,244.842,117.192,1042.855,2.0,6.0,0.0448786,0.0140192,0.8216861,36.635,11.827,19.462,12.385,3.029,-5.455,-7.275,461.496,-0.941,283.677,-3.167,9.398,1.445,2,0.279,8.594,1.475,0.386,0.073,0.72,-2.323,-0.6322,0.6835,2.359,-2.572,-0.5381,0.8122,2.476,-1.968,-0.4999,0.8922,2.724,-0.7751,-0.3892,0.07717,2.455,-1.348,-0.2842,0.1743,2.625,-0.4785,-0.2071,0.2926,2.787,17.81,7.087,4.159,17.01,6.753,3.956,4.994,1.374,-1.374,0.2051,0.1918,69.11,40.82,0.0,19.76,0.0,4.185,0.0,82.84,68.13,0.0,9.044,32.02,5.683,0.0,0.8737,0.5963,0.1137,0.1263,0.4037,0.01262,289.7,197.7,37.7,41.88,133.9,4.185,4.256,-4.256,0.34,0.2298,0.7766,0.653,0.141,0.2234,0.347,0.08246,257.5,216.5,46.74,74.09,115.1,27.34,9.752,48.17,16.79,1.551,0.9296,44.83,141.1,0.0,117.2,4.269,31.29,64.96,6.641,0.0,0.9296,1.551,0.0,154.7,0.0,110.6,73.05,0.4514,5.644,3.342,8.745,409.3,68.01,1.889,3,17,36,1,23,16,1,16,0,0,13,2,2,2,49.48,3,0.12,17,38,0,25,3,0.12,21,0,1.603,24.92,16.61,10.7,15.37,9.119,10.84,6.843,9.866,4.893,4.792,2.827,2.693,0.3333,1.333,0.1667,8.167,3.622,5.078,1.788,0.2887,0.0,6.202,2.604,3.288,1.085,0.02946,0.0,4.395,0.6639,2.14,0.2758,0,0.939,12,5.485,0.0,0.0,0.0,20.32,5.631,0.0,15.56,-3.098,0.0,0.0,28.17,0.0,0.0,0.0,7.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,3.836,-6.354,9.865,17,3,3,0,0.5,1.0,6,0,3,331.6,435.9,37.7,20.14,234.3,25.48,0.0,1219,35,124
130,2,0,0,1,0,0,451.275,7.443,616.428,84.28,87.894,218.827,225.427,1060.555,0.0,5.5,0.0522329,0.0,0.8159018,37.737,10.069,16.99,8.691,3.998,-6.02,-7.417,1865.339,-0.302,1326.883,-2.273,9.548,1.558,1,0.289,7.994,1.148,0.03,0.236,1.043,-2.419,-0.5757,0.666,2.427,-2.435,-0.3797,0.7556,2.468,-2.046,-0.2258,0.8519,2.788,-0.8875,-0.4056,0.05837,2.476,-0.8302,-0.2908,0.2477,2.601,-0.4661,-0.1364,0.2899,2.78,19.75,7.197,4.466,18.73,6.809,4.218,5.102,2.372,-2.372,0.1837,0.1993,50.21,29.86,23.99,47.18,0.0,4.185,9.046,40.95,57.86,6.513,35.73,5.683,0.0,32.02,0.8516,0.5208,0.1098,0.1484,0.4792,0.03855,292.3,178.7,37.7,50.93,164.5,13.23,4.216,-4.216,0.2855,0.1542,0.6919,0.6991,0.2627,0.3081,0.3009,0.04533,237.5,239.9,90.17,105.7,103.3,15.56,9.353,48.17,63.56,9.31,2.757,9.498,121.2,0.0,115.8,5.17,0.0,66.86,6.879,0.0,2.757,33.24,7.76,130.7,0.0,122.1,51.96,0.4243,5.755,3.3,9.009,451.3,76.95,2.198,3,16,35,0,25,17,1,15,0,3,10,2,2,2,47.39,3,0.1111,16,37,0,27,4,0.1481,21,0,1.692,27.89,18.41,9.914,15.8,8.541,11.55,4.888,10.33,3.476,2.696,1.6,3.915,0.0,1.397,0.0,8.831,1.453,5.296,0.7071,0.5774,0.0,6.091,0.8563,3.218,0.3452,0.06453,0.0,5.827,0.0,2.311,0.0,0,1.048,11,4.59,0.0,0.0,0.0,14.87,0.2603,0.0,-2.811,28.53,0.0,0.0,-5.674,15.7,0.0,1.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.092,0.0,0.0,4,0,0,4.137,-6.456,9.563,16,3,3,1,0.4545,0.8333,6,0,3,343.2,430.5,37.7,0.0,267.3,31.1,0.0,1474,38,138
131,0,0,0,1,0,0,316.389,7.656,576.044,227.826,75.584,225.218,47.417,1002.48,0.0,4.0,0.0584711,0.0,0.8409301,35.474,9.369,14.614,7.094,3.921,-5.199,-6.492,2499.895,-0.137,1833.544,-2.023,9.388,0.505,2,0.5,9.851,2.003,0.03,0.166,1.851,-2.466,-0.6312,0.6676,2.579,-2.435,-0.5182,0.8059,2.765,-2.216,-0.4756,0.8533,2.879,-0.8875,-0.4337,0.06157,2.618,-0.8301,-0.2705,0.1691,2.773,-0.5231,-0.1975,0.1931,2.916,16.84,6.857,3.926,13.78,5.554,3.156,3.48,1.732,-1.732,0.1464,0.2729,50.1,34.12,21.82,20.72,0.0,4.185,0.0,83.96,24.51,6.513,0.0,11.91,0.0,32.02,0.834,0.5482,0.1515,0.166,0.4518,0.01444,241.7,158.9,43.93,48.11,131.0,4.185,3.032,-3.032,0.397,0.2144,0.8671,0.5195,0.1105,0.1329,0.4805,0.02247,251.3,150.6,32.02,38.53,139.3,6.513,8.726,48.17,14.96,1.551,6.371,15.49,197.8,0.0,38.57,4.595,0.0,48.17,6.879,0.0,6.371,33.24,0.0,156.6,56.61,14.96,34.14,0.4664,5.585,3.34,8.604,316.4,59.59,1.528,2,12,39,0,22,19,0,18,0,1,17,0,2,1,48.08,3,0.125,12,41,1,24,3,0.125,28,0,1.56,26.26,15.74,12.24,13.16,10.74,10.45,8.082,9.126,6.1,6.666,4.388,2.405,0.6055,0.9116,0.3434,7.893,5.802,4.324,3.351,0.2887,0.0,5.844,4.478,2.739,2.203,0.05103,0.0,4.097,1.826,1.66,0.9361,0,0.7664,12,2.367,0.0,0.0,0.0,0.0,-2.523,0.0,6.335,16.01,0.0,21.89,0.0,0.0,0.0,3.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,4.093,-5.142,8.762,17,3,3,0,0.5,1.0,6,0,3,289.9,412.9,32.02,0.0,239.2,6.513,0.0,1099,33,118
132,2,0,0,2,0,-1,407.812,3.875,600.516,0.876,151.036,224.782,223.823,1025.1,2.0,6.0,0.0146505,0.01413,0.8187502,35.733,10.617,19.236,12.268,3.193,-5.867,-7.654,415.435,-0.994,252.572,-3.319,9.55,1.7,1,0.228,7.1,1.06,0.386,-0.151,0.585,-2.323,-0.6222,0.7216,2.387,-2.572,-0.4179,0.8059,2.471,-1.97,-0.3924,0.8543,2.722,-0.8176,-0.3968,0.09381,2.457,-1.348,-0.3029,0.2602,2.579,-0.4666,-0.1461,0.3317,2.756,19.75,7.197,4.466,17.98,6.525,4.036,4.693,1.879,-1.879,0.232,0.126,51.85,43.26,0.0,26.46,0.0,4.185,9.046,47.45,54.09,0.0,54.19,32.02,0.0,0.0,0.8597,0.5821,0.09926,0.1403,0.4179,0.04102,277.3,187.7,32.02,45.25,134.8,13.23,5.442,-5.442,0.2659,0.1797,0.6199,0.7407,0.2673,0.3801,0.2593,0.1128,199.9,238.9,86.21,122.6,83.63,36.39,8.872,48.17,63.32,9.31,2.757,39.84,123.5,0.0,77.07,4.258,31.29,66.61,6.641,0.0,2.757,1.551,7.76,132.0,0.0,115.3,77.98,0.4243,5.755,3.3,9.009,407.8,77.63,2.283,3,16,34,1,25,16,0,14,1,3,9,3,2,2,45.2,3,0.1111,16,36,0,27,4,0.1481,20,0,1.692,23.94,18.41,8.914,14.55,7.541,11.55,5.388,9.358,3.809,3.221,1.911,3.915,0.0,1.322,0.0,8.831,1.904,4.721,0.9459,0.5774,0.0,6.091,1.138,2.771,0.4711,0.04296,0.0,5.827,0.0,2.036,0.0,0,1.003,11,1.032,0.4345,0.0,-2.163,4.584,15.07,0.0,-3.306,0.0,0.0,0.0,0.0,0.0,28.09,7.765,47.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,3.153,-6.038,9.136,16,3,3,0,0.4545,0.8333,6,0,3,322.5,406.4,41.44,20.14,219.6,30.2,0.0,1474,38,138
133,1,0,0,1,0,0,340.411,5.148,617.122,210.525,75.599,283.564,47.435,1074.716,0.0,4.0,0.0246618,0.0,0.8222236,38.922,10.444,15.405,7.567,4.472,-5.989,-6.874,2498.987,-0.17,1832.809,-1.818,9.446,0.526,0,0.726,10.73,2.326,0.03,0.225,2.022,-2.42,-0.6361,0.7133,2.783,-2.434,-0.5376,0.8059,2.913,-2.046,-0.4937,0.8543,3.056,-0.8875,-0.4261,0.07652,2.644,-0.8301,-0.2639,0.1767,2.791,-0.4644,-0.1974,0.1931,2.951,17.42,6.311,3.36,14.0,5.02,2.653,2.928,1.789,-1.789,0.1417,0.2642,41.57,42.65,21.82,20.72,0.0,4.185,0.0,75.26,49.02,6.513,0.0,11.91,0.0,32.02,0.8426,0.5716,0.1437,0.1574,0.4284,0.01369,257.6,174.7,43.93,48.11,131.0,4.185,3.536,-3.536,0.3405,0.1838,0.817,0.6297,0.1617,0.183,0.3703,0.02131,249.7,192.5,49.42,55.93,113.2,6.513,9.422,48.17,14.96,1.551,6.371,15.49,214.2,0.0,38.57,4.761,0.0,48.17,6.879,0.0,6.371,33.24,0.0,191.9,37.74,14.96,34.14,0.4489,5.755,3.34,8.876,340.4,61.73,1.506,2,12,41,0,24,21,0,20,0,1,17,0,2,1,51.6,3,0.1111,12,44,2,27,3,0.1111,30,0,1.416,26.26,16.95,13.45,14.11,11.69,11.36,8.997,9.781,6.755,7.643,4.927,3.112,1.313,1.404,0.8354,8.509,6.418,4.473,3.501,0.4137,0.125,6.417,5.051,2.896,2.36,0.1344,0.08333,4.778,2.507,1.953,1.23,0,0.7703,12,2.233,0.0,0.0,0.0,0.0,-2.541,0.0,16.19,3.997,0.0,21.95,0.0,0.0,0.0,-0.1553,0.0,0.0,2.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,4.959,-5.865,9.395,20,4,3,0,0.5,1.0,6,0,4,305.7,441.9,32.02,0.0,255.0,6.513,0.0,1340,37,138
134,1,0,0,3,0,-2,430.831,5.617,638.746,87.684,163.434,205.042,182.585,1123.677,3.0,7.0,0.0280823,0.0189815,0.8183349,38.847,11.441,22.318,14.643,3.041,-5.807,-7.363,309.331,-1.198,182.353,-3.521,8.462,1.357,2,0.249,9.051,1.745,0.58,0.27,1.572,-2.349,-0.635,0.6991,2.39,-2.572,-0.4651,0.8102,2.477,-2.016,-0.4349,0.8851,2.722,-0.8277,-0.3974,0.07291,2.55,-1.348,-0.3146,0.2241,2.672,-0.4715,-0.1639,0.2529,2.844,22.68,8.626,5.202,19.12,7.224,4.336,4.934,2.117,-2.117,0.2059,0.137,73.56,52.04,8.619,6.7,0.0,4.185,9.046,84.51,41.84,0.0,54.19,32.02,0.1369,0.0,0.8763,0.5798,0.08765,0.1237,0.4202,0.03606,321.5,212.7,32.15,45.38,154.1,13.23,6.487,-6.488,0.223,0.1508,0.5603,0.6312,0.2536,0.4397,0.3688,0.186,205.6,231.5,93.04,161.3,135.3,68.25,10.04,48.17,63.32,9.31,2.757,64.26,141.1,0.0,78.69,4.238,31.29,84.62,6.641,0.0,2.757,34.45,7.76,153.3,0.0,86.79,90.01,0.3898,5.907,3.453,9.339,430.8,88.93,2.117,3,17,42,2,28,17,0,17,1,3,14,4,2,1,52.01,4,0.1333,17,44,0,30,5,0.1667,27,0,1.706,27.79,20.69,11.2,15.9,9.619,13.0,6.538,9.711,4.637,4.452,2.655,4.029,0.1667,1.063,0.08333,10.01,3.047,4.489,1.52,0.5774,0.0,7.418,2.052,2.865,0.8598,0.04296,0.0,6.494,0.3319,1.862,0.1379,0,0.9211,13,4.668,0.0,0.0,0.0,0.0,18.07,0.0,-3.317,28.32,0.0,0.0,0.0,0.0,14.28,7.826,4.405,0.0,0.0,48.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0,3.093,-5.901,10.1,17,3,4,0,0.4615,0.8571,7,0,3,366.8,467.7,41.44,25.82,245.6,36.9,0.0,2026,46,152
135,0,0,0,3,0,-1,413.826,4.27,603.118,109.327,148.04,197.591,148.16,1069.737,2.0,6.75,0.0170408,0.0158276,0.8387137,36.618,10.891,19.598,12.761,2.941,-5.184,-6.937,446.11,-0.978,273.249,-3.264,9.242,1.356,2,0.193,8.338,1.635,0.455,-0.135,1.268,-2.324,-0.6136,0.6789,2.37,-2.572,-0.4839,0.7848,2.469,-1.975,-0.3819,0.8938,2.722,-0.8173,-0.3961,0.05351,2.531,-1.348,-0.3182,0.1745,2.656,-0.4833,-0.1807,0.2345,2.825,21.7,8.789,4.951,18.31,7.362,4.126,4.992,2.065,-2.065,0.1368,0.1678,79.06,73.3,10.96,0.0,0.0,16.46,0.0,61.27,41.84,0.0,18.46,55.83,0.0,2.504,0.792,0.5002,0.1622,0.208,0.4998,0.04577,284.9,179.9,58.34,74.8,179.8,16.46,5.641,-5.641,0.2565,0.1734,0.5882,0.6172,0.2321,0.4118,0.3828,0.1797,211.6,222.0,83.5,148.1,137.7,64.62,9.734,48.17,59.36,1.551,24.28,43.49,141.1,0.0,81.17,3.908,42.29,66.61,6.641,0.0,2.757,36.93,0.0,153.3,16.28,74.31,87.21,0.4006,5.858,3.455,9.228,413.8,85.36,2.082,4,17,41,1,27,16,0,17,1,2,14,3,3,1,51.16,5,0.1724,17,43,0,29,5,0.1724,26,0,1.671,27.84,19.77,11.28,15.51,9.696,12.7,6.582,9.481,4.675,4.484,2.677,3.018,0.1667,0.9671,0.08333,9.762,3.065,4.337,1.531,0.2887,0.0,7.298,2.062,2.782,0.8654,0.02946,0.0,5.667,0.3319,1.728,0.1379,0,0.9017,13,4.999,0.0,0.0,0.0,0.0,19.04,0.0,-3.248,28.32,0.0,0.0,0.0,5.759,-3.029,32.3,4.202,0.0,0.0,0.0,7.851,0.0,14.23,0.0,0.0,0.0,0.0,6,1,0,3.054,-5.6,9.99,17,3,5,0,0.4615,0.8571,7,0,3,359.7,459.0,43.94,20.14,242.3,38.66,0.0,1861,44,144
